month,year,Factory,Cycle Time (minutes),Product Category,Waste Generated (kg),Production Volume (units),Water Usage (liters),Machine Utilization (%),Machine Age (years),Machine Type,Supplier,Operator Experience (years),Revenue ($)
1,2022,1,30,2,500,602.07,10000,73,9.73,2,2,5.65,481621.72
1,2022,1,20,1,300,798.35,6000,87,3.49,1,0,3.95,478950.68
1,2022,1,30,2,500,672.72,10000,73,9.73,2,2,3.82,538135.0
1,2022,1,20,1,300,766.35,6000,87,3.49,1,0,4.7,459754.52
1,2022,1,30,2,500,597.97,10000,73,9.73,2,2,5.95,478341.7
1,2022,1,10,0,100,685.3,2000,82,6.19,0,0,5.78,342601.25
1,2022,1,30,2,500,607.82,10000,73,9.73,2,2,5.03,486222.18
1,2022,1,10,0,100,722.9,2000,82,6.19,0,0,4.6,361397.46
1,2022,1,20,1,300,731.8,6000,87,3.49,1,0,6.15,439026.92
1,2022,1,10,0,100,702.15,2000,82,6.19,0,0,5.12,351024.89
1,2022,1,20,1,300,712.9,6000,87,3.49,1,0,6.02,427690.48
1,2022,1,30,2,500,616.77,10000,73,9.73,2,2,3.65,493383.76
1,2022,1,30,2,500,653.87,10000,73,9.73,2,2,3.9,523057.76
1,2022,1,10,0,100,730.95,2000,82,6.19,0,0,5.58,365418.66
1,2022,1,10,0,100,735.6,2000,82,6.19,0,0,4.92,367744.43
1,2022,1,30,2,500,588.17,10000,73,9.73,2,2,5.08,470504.82
1,2022,1,10,0,100,761.6,2000,82,6.19,0,0,4.3,380741.23
1,2022,1,30,2,500,624.87,10000,73,9.73,2,2,5.15,499859.42
1,2022,1,30,2,500,613.82,10000,73,9.73,2,2,5.22,491020.89
1,2022,1,10,0,100,737.1,2000,82,6.19,0,0,4.7,368494.73
1,2022,1,10,0,100,718.35,2000,82,6.19,0,0,5.65,359120.75
1,2022,1,30,2,500,665.77,10000,73,9.73,2,2,3.95,532575.8
1,2022,1,10,0,100,789.1,2000,82,6.19,0,0,3.82,394487.26
1,2022,1,20,1,300,766.25,6000,87,3.49,1,0,4.7,459694.53
1,2022,1,30,2,500,597.97,10000,73,9.73,2,2,5.95,478341.7
1,2022,1,20,1,300,701.4,6000,87,3.49,1,0,5.78,420792.99
1,2022,1,20,1,300,740.3,6000,87,3.49,1,0,5.03,444128.27
1,2022,1,30,2,500,607.32,10000,73,9.73,2,2,4.6,485823.12
1,2022,1,20,1,300,731.4,6000,87,3.49,1,0,6.15,438786.99
1,2022,1,20,1,300,718.15,6000,87,3.49,1,0,5.12,430841.78
1,2022,1,30,2,500,580.42,10000,73,9.73,2,2,6.02,464304.04
1,2022,1,30,2,500,616.67,10000,73,9.73,2,2,3.65,493303.78
1,2022,1,30,2,500,653.47,10000,73,9.73,2,2,3.9,522737.8
1,2022,1,30,2,500,614.57,10000,73,9.73,2,2,5.58,491620.05
1,2022,1,20,1,300,751.8,6000,87,3.49,1,0,4.92,451026.52
1,2022,1,20,1,300,721.05,6000,87,3.49,1,0,5.08,432581.42
1,2022,1,10,0,100,761.6,2000,82,6.19,0,0,4.3,380741.23
1,2022,1,30,2,500,624.87,10000,73,9.73,2,2,5.15,499859.42
1,2022,1,10,0,100,730.1,2000,82,6.19,0,0,5.22,364994.68
1,2022,1,10,0,100,737.0,2000,82,6.19,0,0,4.7,368444.74
1,2022,1,30,2,500,602.07,10000,73,9.73,2,2,5.65,481621.72
1,2022,1,10,0,100,782.15,2000,82,6.19,0,0,3.95,391013.26
1,2022,1,20,1,300,805.1,6000,87,3.49,1,0,3.82,482999.76
1,2022,1,30,2,500,633.47,10000,73,9.73,2,2,4.7,506739.09
1,2022,1,10,0,100,714.35,2000,82,6.19,0,0,5.95,357120.75
2,2022,1,30,2,500,568.82,10000,73,9.73,2,2,5.78,455026.11
2,2022,1,30,2,500,607.82,10000,73,9.73,2,2,5.03,486222.18
2,2022,1,30,2,500,607.42,10000,73,9.73,2,2,4.6,485903.11
2,2022,1,30,2,500,599.42,10000,73,9.73,2,2,6.15,479501.08
2,2022,1,10,0,100,702.05,2000,82,6.19,0,0,5.12,350974.89
2,2022,1,20,1,300,712.8,6000,87,3.49,1,0,6.02,427630.49
2,2022,1,20,1,300,749.25,6000,87,3.49,1,0,3.65,449500.21
2,2022,1,30,2,500,653.87,10000,73,9.73,2,2,3.9,523057.76
2,2022,1,10,0,100,730.95,2000,82,6.19,0,0,5.58,365418.66
2,2022,1,10,0,100,735.7,2000,82,6.19,0,0,4.92,367794.42
2,2022,1,20,1,300,720.95,6000,87,3.49,1,0,5.08,432521.43
2,2022,1,20,1,300,777.6,6000,87,3.49,1,0,4.3,466503.53
2,2022,1,20,1,300,757.35,6000,87,3.49,1,0,5.15,454354.96
2,2022,1,10,0,100,730.1,2000,82,6.19,0,0,5.22,364994.69
2,2022,1,10,0,100,737.0,2000,82,6.19,0,0,4.7,368444.74
2,2022,1,10,0,100,718.45,2000,82,6.19,0,0,5.65,359170.74
2,2022,1,20,1,300,798.35,6000,87,3.49,1,0,3.95,478950.68
2,2022,1,30,2,500,672.62,10000,73,9.73,2,2,3.82,538055.01
2,2022,1,20,1,300,766.35,6000,87,3.49,1,0,4.7,459754.52
2,2022,1,10,0,100,714.35,2000,82,6.19,0,0,5.95,357120.75
2,2022,1,10,0,100,685.3,2000,82,6.19,0,0,5.78,342601.25
2,2022,1,20,1,300,740.3,6000,87,3.49,1,0,5.03,444128.27
2,2022,1,30,2,500,607.02,10000,73,9.73,2,2,4.6,485583.14
2,2022,1,20,1,300,731.9,6000,87,3.49,1,0,6.15,439086.91
2,2022,1,30,2,500,585.67,10000,73,9.73,2,2,5.12,468505.09
2,2022,1,10,0,100,696.7,2000,82,6.19,0,0,6.02,348298.69
2,2022,1,30,2,500,616.77,10000,73,9.73,2,2,3.65,493383.76
2,2022,1,30,2,500,653.87,10000,73,9.73,2,2,3.9,523057.76
2,2022,1,10,0,100,730.95,2000,82,6.19,0,0,5.58,365418.66
2,2022,1,10,0,100,735.7,2000,82,6.19,0,0,4.92,367794.42
2,2022,1,20,1,300,721.05,6000,87,3.49,1,0,5.08,432581.42
2,2022,1,30,2,500,645.22,10000,73,9.73,2,2,4.3,516138.2
2,2022,1,30,2,500,624.77,10000,73,9.73,2,2,5.15,499779.43
2,2022,1,10,0,100,730.2,2000,82,6.19,0,0,5.22,365044.67
2,2022,1,20,1,300,753.2,6000,87,3.49,1,0,4.7,451866.85
2,2022,1,10,0,100,718.45,2000,82,6.19,0,0,5.65,359170.74
2,2022,1,30,2,500,665.87,10000,73,9.73,2,2,3.95,532655.8
2,2022,1,10,0,100,789.1,2000,82,6.19,0,0,3.82,394487.26
2,2022,1,10,0,100,750.25,2000,82,6.19,0,0,4.7,375067.32
2,2022,1,20,1,300,730.35,6000,87,3.49,1,0,5.95,438157.67
2,2022,1,30,2,500,568.82,10000,73,9.73,2,2,5.78,455026.11
2,2022,1,30,2,500,607.82,10000,73,9.73,2,2,5.03,486222.18
2,2022,1,10,0,100,723.4,2000,82,6.19,0,0,4.6,361647.4
2,2022,1,30,2,500,599.42,10000,73,9.73,2,2,6.15,479501.08
2,2022,1,10,0,100,702.15,2000,82,6.19,0,0,5.12,351024.89
2,2022,1,30,2,500,580.42,10000,73,9.73,2,2,6.02,464304.04
2,2022,1,20,1,300,749.15,6000,87,3.49,1,0,3.65,449440.22
2,2022,1,30,2,500,653.87,10000,73,9.73,2,2,3.9,523057.76
2,2022,1,20,1,300,747.05,6000,87,3.49,1,0,5.58,448175.7
2,2022,1,10,0,100,735.7,2000,82,6.19,0,0,4.92,367794.42
2,2022,1,10,0,100,704.95,2000,82,6.19,0,0,5.08,352424.52
2,2022,1,30,2,500,645.22,10000,73,9.73,2,2,4.3,516138.2
2,2022,1,10,0,100,741.25,2000,82,6.19,0,0,5.15,370567.84
2,2022,1,10,0,100,729.8,2000,82,6.19,0,0,5.22,364844.74
2,2022,1,30,2,500,620.72,10000,73,9.73,2,2,4.7,496540.99
2,2022,1,30,2,500,602.07,10000,73,9.73,2,2,5.65,481621.72
2,2022,1,30,2,500,665.87,10000,73,9.73,2,2,3.95,532655.8
2,2022,1,30,2,500,672.72,10000,73,9.73,2,2,3.82,538135.0
2,2022,1,20,1,300,766.35,6000,87,3.49,1,0,4.7,459754.52
2,2022,1,20,1,300,730.25,6000,87,3.49,1,0,5.95,438097.69
2,2022,1,20,1,300,701.4,6000,87,3.49,1,0,5.78,420792.99
2,2022,1,10,0,100,724.2,2000,82,6.19,0,0,5.03,362046.24
2,2022,1,10,0,100,723.8,2000,82,6.19,0,0,4.6,361847.36
2,2022,1,30,2,500,599.32,10000,73,9.73,2,2,6.15,479421.09
2,2022,1,20,1,300,718.15,6000,87,3.49,1,0,5.12,430841.78
2,2022,1,10,0,100,696.7,2000,82,6.19,0,0,6.02,348298.69
2,2022,1,20,1,300,749.25,6000,87,3.49,1,0,3.65,449500.21
2,2022,1,30,2,500,653.77,10000,73,9.73,2,2,3.9,522977.78
2,2022,1,10,0,100,730.85,2000,82,6.19,0,0,5.58,365368.67
2,2022,1,20,1,300,751.8,6000,87,3.49,1,0,4.92,451026.52
2,2022,1,20,1,300,721.05,6000,87,3.49,1,0,5.08,432581.42
2,2022,1,10,0,100,761.6,2000,82,6.19,0,0,4.3,380741.23
2,2022,1,30,2,500,624.77,10000,73,9.73,2,2,5.15,499779.43
2,2022,1,20,1,300,746.3,6000,87,3.49,1,0,5.22,447726.72
2,2022,1,20,1,300,753.2,6000,87,3.49,1,0,4.7,451866.85
2,2022,1,20,1,300,734.55,6000,87,3.49,1,0,5.65,440677.7
2,2022,1,30,2,500,665.77,10000,73,9.73,2,2,3.95,532575.8
2,2022,1,20,1,300,805.1,6000,87,3.49,1,0,3.82,482999.75
2,2022,1,10,0,100,750.15,2000,82,6.19,0,0,4.7,375017.33
2,2022,1,30,2,500,597.57,10000,73,9.73,2,2,5.95,478021.73
2,2022,1,30,2,500,568.92,10000,73,9.73,2,2,5.78,455106.11
2,2022,1,20,1,300,740.3,6000,87,3.49,1,0,5.03,444128.27
2,2022,1,10,0,100,723.8,2000,82,6.19,0,0,4.6,361847.36
2,2022,1,20,1,300,731.9,6000,87,3.49,1,0,6.15,439086.91
3,2022,1,10,0,100,702.15,2000,82,6.19,0,0,5.12,351024.89
3,2022,1,30,2,500,580.42,10000,73,9.73,2,2,6.02,464304.04
3,2022,1,10,0,100,733.15,2000,82,6.19,0,0,3.65,366523.06
3,2022,1,30,2,500,653.77,10000,73,9.73,2,2,3.9,522977.77
3,2022,1,20,1,300,747.05,6000,87,3.49,1,0,5.58,448175.7
3,2022,1,10,0,100,735.7,2000,82,6.19,0,0,4.92,367794.42
3,2022,1,30,2,500,588.57,10000,73,9.73,2,2,5.08,470824.79
3,2022,1,30,2,500,645.02,10000,73,9.73,2,2,4.3,515978.22
3,2022,1,30,2,500,624.87,10000,73,9.73,2,2,5.15,499859.42
3,2022,1,20,1,300,746.3,6000,87,3.49,1,0,5.22,447726.72
3,2022,1,30,2,500,620.72,10000,73,9.73,2,2,4.7,496540.99
3,2022,1,30,2,500,602.07,10000,73,9.73,2,2,5.65,481621.72
3,2022,1,30,2,500,665.47,10000,73,9.73,2,2,3.95,532335.83
3,2022,1,30,2,500,672.72,10000,73,9.73,2,2,3.82,538135.0
3,2022,1,10,0,100,750.25,2000,82,6.19,0,0,4.7,375067.32
3,2022,1,20,1,300,730.45,6000,87,3.49,1,0,5.95,438217.66
3,2022,1,20,1,300,701.4,6000,87,3.49,1,0,5.78,420792.99
3,2022,1,10,0,100,724.2,2000,82,6.19,0,0,5.03,362046.24
3,2022,1,30,2,500,607.42,10000,73,9.73,2,2,4.6,485903.11
3,2022,1,10,0,100,715.8,2000,82,6.19,0,0,6.15,357845.0
3,2022,1,30,2,500,585.77,10000,73,9.73,2,2,5.12,468585.08
3,2022,1,20,1,300,712.9,6000,87,3.49,1,0,6.02,427690.48
3,2022,1,10,0,100,733.05,2000,82,6.19,0,0,3.65,366473.08
3,2022,1,10,0,100,770.25,2000,82,6.19,0,0,3.9,385065.65
3,2022,1,20,1,300,747.05,6000,87,3.49,1,0,5.58,448175.7
3,2022,1,30,2,500,619.32,10000,73,9.73,2,2,4.92,495420.72
3,2022,1,20,1,300,721.05,6000,87,3.49,1,0,5.08,432581.42
3,2022,1,20,1,300,777.7,6000,87,3.49,1,0,4.3,466563.53
3,2022,1,20,1,300,756.95,6000,87,3.49,1,0,5.15,454115.01
3,2022,1,20,1,300,746.2,6000,87,3.49,1,0,5.22,447666.73
3,2022,1,20,1,300,753.2,6000,87,3.49,1,0,4.7,451866.85
3,2022,1,10,0,100,718.35,2000,82,6.19,0,0,5.65,359120.75
3,2022,1,30,2,500,665.87,10000,73,9.73,2,2,3.95,532655.8
3,2022,1,20,1,300,805.2,6000,87,3.49,1,0,3.82,483059.75
3,2022,1,30,2,500,633.87,10000,73,9.73,2,2,4.7,507059.04
3,2022,1,30,2,500,597.97,10000,73,9.73,2,2,5.95,478341.7
3,2022,1,20,1,300,701.4,6000,87,3.49,1,0,5.78,420792.99
3,2022,1,20,1,300,740.2,6000,87,3.49,1,0,5.03,444068.28
3,2022,1,30,2,500,607.32,10000,73,9.73,2,2,4.6,485823.12
3,2022,1,20,1,300,731.9,6000,87,3.49,1,0,6.15,439086.91
3,2022,1,10,0,100,702.15,2000,82,6.19,0,0,5.12,351024.89
3,2022,1,30,2,500,580.22,10000,73,9.73,2,2,6.02,464144.05
3,2022,1,10,0,100,733.15,2000,82,6.19,0,0,3.65,366523.06
3,2022,1,20,1,300,786.35,6000,87,3.49,1,0,3.9,471753.02
3,2022,1,30,2,500,614.47,10000,73,9.73,2,2,5.58,491540.06
3,2022,1,10,0,100,735.3,2000,82,6.19,0,0,4.92,367594.47
3,2022,1,10,0,100,704.95,2000,82,6.19,0,0,5.08,352424.52
3,2022,1,20,1,300,777.7,6000,87,3.49,1,0,4.3,466563.53
3,2022,1,20,1,300,757.35,6000,87,3.49,1,0,5.15,454354.96
3,2022,1,20,1,300,746.3,6000,87,3.49,1,0,5.22,447726.72
3,2022,1,30,2,500,620.72,10000,73,9.73,2,2,4.7,496540.99
3,2022,1,20,1,300,734.55,6000,87,3.49,1,0,5.65,440677.7
3,2022,1,30,2,500,665.77,10000,73,9.73,2,2,3.95,532575.8
3,2022,1,30,2,500,672.62,10000,73,9.73,2,2,3.82,538055.01
3,2022,1,10,0,100,750.15,2000,82,6.19,0,0,4.7,375017.32
3,2022,1,10,0,100,714.25,2000,82,6.19,0,0,5.95,357070.76
3,2022,1,20,1,300,701.4,6000,87,3.49,1,0,5.78,420792.99
3,2022,1,30,2,500,607.72,10000,73,9.73,2,2,5.03,486142.19
3,2022,1,20,1,300,739.9,6000,87,3.49,1,0,4.6,443889.41
3,2022,1,30,2,500,599.42,10000,73,9.73,2,2,6.15,479501.08
3,2022,1,30,2,500,585.77,10000,73,9.73,2,2,5.12,468585.08
3,2022,1,20,1,300,712.9,6000,87,3.49,1,0,6.02,427690.48
3,2022,1,30,2,500,616.27,10000,73,9.73,2,2,3.65,492983.8
3,2022,1,10,0,100,770.25,2000,82,6.19,0,0,3.9,385065.65
3,2022,1,10,0,100,730.95,2000,82,6.19,0,0,5.58,365418.66
3,2022,1,20,1,300,751.8,6000,87,3.49,1,0,4.92,451026.52
3,2022,1,30,2,500,588.57,10000,73,9.73,2,2,5.08,470824.79
3,2022,1,30,2,500,645.22,10000,73,9.73,2,2,4.3,516138.2
3,2022,1,30,2,500,624.87,10000,73,9.73,2,2,5.15,499859.42
3,2022,1,30,2,500,613.42,10000,73,9.73,2,2,5.22,490700.93
3,2022,1,10,0,100,737.1,2000,82,6.19,0,0,4.7,368494.73
3,2022,1,30,2,500,601.97,10000,73,9.73,2,2,5.65,481541.73
3,2022,1,20,1,300,798.25,6000,87,3.49,1,0,3.95,478890.69
3,2022,1,10,0,100,789.1,2000,82,6.19,0,0,3.82,394487.26
3,2022,1,20,1,300,765.85,6000,87,3.49,1,0,4.7,459454.59
3,2022,1,20,1,300,730.35,6000,87,3.49,1,0,5.95,438157.67
3,2022,1,10,0,100,685.3,2000,82,6.19,0,0,5.78,342601.25
3,2022,1,10,0,100,724.2,2000,82,6.19,0,0,5.03,362046.24
3,2022,1,30,2,500,607.22,10000,73,9.73,2,2,4.6,485743.13
3,2022,1,30,2,500,599.42,10000,73,9.73,2,2,6.15,479501.08
3,2022,1,20,1,300,718.25,6000,87,3.49,1,0,5.12,430901.77
3,2022,1,20,1,300,712.9,6000,87,3.49,1,0,6.02,427690.48
3,2022,1,20,1,300,749.25,6000,87,3.49,1,0,3.65,449500.21
3,2022,1,10,0,100,770.25,2000,82,6.19,0,0,3.9,385065.65
3,2022,1,10,0,100,730.85,2000,82,6.19,0,0,5.58,365368.67
3,2022,1,20,1,300,751.8,6000,87,3.49,1,0,4.92,451026.52
3,2022,1,10,0,100,704.85,2000,82,6.19,0,0,5.08,352374.54
3,2022,1,20,1,300,777.7,6000,87,3.49,1,0,4.3,466563.53
3,2022,1,30,2,500,624.87,10000,73,9.73,2,2,5.15,499859.42
3,2022,1,20,1,300,746.3,6000,87,3.49,1,0,5.22,447726.72
3,2022,1,20,1,300,753.2,6000,87,3.49,1,0,4.7,451866.85
3,2022,1,10,0,100,718.45,2000,82,6.19,0,0,5.65,359170.74
3,2022,1,20,1,300,798.35,6000,87,3.49,1,0,3.95,478950.68
4,2022,1,30,2,500,672.72,10000,73,9.73,2,2,3.82,538135.0
4,2022,1,20,1,300,765.85,6000,87,3.49,1,0,4.7,459454.59
4,2022,1,20,1,300,730.45,6000,87,3.49,1,0,5.95,438217.66
4,2022,1,20,1,300,701.4,6000,87,3.49,1,0,5.78,420792.99
4,2022,1,30,2,500,607.82,10000,73,9.73,2,2,5.03,486222.18
4,2022,1,10,0,100,723.8,2000,82,6.19,0,0,4.6,361847.36
4,2022,1,20,1,300,731.8,6000,87,3.49,1,0,6.15,439026.92
4,2022,1,10,0,100,702.05,2000,82,6.19,0,0,5.12,350974.9
4,2022,1,10,0,100,696.8,2000,82,6.19,0,0,6.02,348348.68
4,2022,1,10,0,100,732.65,2000,82,6.19,0,0,3.65,366273.11
4,2022,1,10,0,100,770.25,2000,82,6.19,0,0,3.9,385065.65
4,2022,1,10,0,100,730.75,2000,82,6.19,0,0,5.58,365318.68
4,2022,1,10,0,100,735.6,2000,82,6.19,0,0,4.92,367744.43
4,2022,1,20,1,300,720.95,6000,87,3.49,1,0,5.08,432521.43
4,2022,1,20,1,300,777.7,6000,87,3.49,1,0,4.3,466563.53
4,2022,1,10,0,100,741.25,2000,82,6.19,0,0,5.15,370567.84
4,2022,1,30,2,500,613.62,10000,73,9.73,2,2,5.22,490860.92
4,2022,1,30,2,500,620.72,10000,73,9.73,2,2,4.7,496540.99
4,2022,1,20,1,300,734.45,6000,87,3.49,1,0,5.65,440617.71
4,2022,1,30,2,500,665.87,10000,73,9.73,2,2,3.95,532655.8
4,2022,1,30,2,500,672.62,10000,73,9.73,2,2,3.82,538055.02
4,2022,1,30,2,500,633.87,10000,73,9.73,2,2,4.7,507059.04
4,2022,1,10,0,100,714.35,2000,82,6.19,0,0,5.95,357120.75
4,2022,1,20,1,300,701.4,6000,87,3.49,1,0,5.78,420792.99
4,2022,1,10,0,100,724.2,2000,82,6.19,0,0,5.03,362046.24
4,2022,1,30,2,500,607.42,10000,73,9.73,2,2,4.6,485903.11
4,2022,1,30,2,500,599.42,10000,73,9.73,2,2,6.15,479501.08
4,2022,1,20,1,300,718.25,6000,87,3.49,1,0,5.12,430901.77
4,2022,1,20,1,300,712.5,6000,87,3.49,1,0,6.02,427450.54
4,2022,1,20,1,300,749.25,6000,87,3.49,1,0,3.65,449500.21
4,2022,1,10,0,100,770.15,2000,82,6.19,0,0,3.9,385015.67
4,2022,1,30,2,500,614.57,10000,73,9.73,2,2,5.58,491620.05
4,2022,1,30,2,500,619.32,10000,73,9.73,2,2,4.92,495420.72
4,2022,1,10,0,100,704.95,2000,82,6.19,0,0,5.08,352424.52
4,2022,1,30,2,500,644.82,10000,73,9.73,2,2,4.3,515818.24
4,2022,1,30,2,500,624.77,10000,73,9.73,2,2,5.15,499779.43
4,2022,1,30,2,500,613.82,10000,73,9.73,2,2,5.22,491020.89
4,2022,1,10,0,100,737.1,2000,82,6.19,0,0,4.7,368494.73
4,2022,1,20,1,300,734.45,6000,87,3.49,1,0,5.65,440617.71
4,2022,1,10,0,100,782.25,2000,82,6.19,0,0,3.95,391063.24
4,2022,1,10,0,100,789.1,2000,82,6.19,0,0,3.82,394487.26
4,2022,1,20,1,300,766.35,6000,87,3.49,1,0,4.7,459754.52
4,2022,1,20,1,300,730.45,6000,87,3.49,1,0,5.95,438217.66
4,2022,1,30,2,500,568.92,10000,73,9.73,2,2,5.78,455106.11
4,2022,1,10,0,100,724.2,2000,82,6.19,0,0,5.03,362046.24
4,2022,1,20,1,300,739.5,6000,87,3.49,1,0,4.6,443649.45
4,2022,1,30,2,500,599.42,10000,73,9.73,2,2,6.15,479501.08
4,2022,1,20,1,300,718.25,6000,87,3.49,1,0,5.12,430901.77
4,2022,1,30,2,500,580.42,10000,73,9.73,2,2,6.02,464304.04
4,2022,1,10,0,100,733.15,2000,82,6.19,0,0,3.65,366523.06
4,2022,1,10,0,100,770.25,2000,82,6.19,0,0,3.9,385065.65
4,2022,1,20,1,300,747.05,6000,87,3.49,1,0,5.58,448175.7
4,2022,1,20,1,300,751.8,6000,87,3.49,1,0,4.92,451026.52
4,2022,1,10,0,100,704.95,2000,82,6.19,0,0,5.08,352424.52
4,2022,1,30,2,500,645.22,10000,73,9.73,2,2,4.3,516138.2
4,2022,1,20,1,300,757.35,6000,87,3.49,1,0,5.15,454354.96
4,2022,1,20,1,300,746.3,6000,87,3.49,1,0,5.22,447726.72
4,2022,1,10,0,100,737.0,2000,82,6.19,0,0,4.7,368444.74
4,2022,1,10,0,100,718.45,2000,82,6.19,0,0,5.65,359170.74
4,2022,1,10,0,100,782.25,2000,82,6.19,0,0,3.95,391063.24
4,2022,1,30,2,500,672.62,10000,73,9.73,2,2,3.82,538055.02
4,2022,1,30,2,500,633.77,10000,73,9.73,2,2,4.7,506979.05
4,2022,1,20,1,300,730.35,6000,87,3.49,1,0,5.95,438157.67
4,2022,1,20,1,300,701.4,6000,87,3.49,1,0,5.78,420792.99
4,2022,1,10,0,100,724.2,2000,82,6.19,0,0,5.03,362046.24
4,2022,1,10,0,100,723.8,2000,82,6.19,0,0,4.6,361847.36
4,2022,1,10,0,100,715.8,2000,82,6.19,0,0,6.15,357845.0
4,2022,1,30,2,500,585.77,10000,73,9.73,2,2,5.12,468585.08
4,2022,1,20,1,300,712.7,6000,87,3.49,1,0,6.02,427570.5
4,2022,1,30,2,500,616.67,10000,73,9.73,2,2,3.65,493303.77
4,2022,1,10,0,100,770.25,2000,82,6.19,0,0,3.9,385065.65
4,2022,1,20,1,300,747.05,6000,87,3.49,1,0,5.58,448175.7
4,2022,1,20,1,300,751.7,6000,87,3.49,1,0,4.92,450966.53
4,2022,1,20,1,300,721.05,6000,87,3.49,1,0,5.08,432581.42
4,2022,1,30,2,500,645.22,10000,73,9.73,2,2,4.3,516138.2
4,2022,1,10,0,100,741.15,2000,82,6.19,0,0,5.15,370517.85
4,2022,1,20,1,300,746.3,6000,87,3.49,1,0,5.22,447726.72
4,2022,1,30,2,500,620.72,10000,73,9.73,2,2,4.7,496540.99
4,2022,1,30,2,500,602.07,10000,73,9.73,2,2,5.65,481621.72
4,2022,1,30,2,500,665.87,10000,73,9.73,2,2,3.95,532655.8
4,2022,1,10,0,100,789.1,2000,82,6.19,0,0,3.82,394487.26
4,2022,1,20,1,300,766.35,6000,87,3.49,1,0,4.7,459754.52
4,2022,1,20,1,300,730.35,6000,87,3.49,1,0,5.95,438157.67
4,2022,1,20,1,300,701.4,6000,87,3.49,1,0,5.78,420792.99
4,2022,1,10,0,100,724.2,2000,82,6.19,0,0,5.03,362046.24
4,2022,1,10,0,100,723.7,2000,82,6.19,0,0,4.6,361797.37
4,2022,1,30,2,500,599.22,10000,73,9.73,2,2,6.15,479341.1
4,2022,1,30,2,500,585.77,10000,73,9.73,2,2,5.12,468585.08
4,2022,1,20,1,300,712.9,6000,87,3.49,1,0,6.02,427690.48
4,2022,1,30,2,500,616.77,10000,73,9.73,2,2,3.65,493383.76
5,2022,1,30,2,500,653.87,10000,73,9.73,2,2,3.9,523057.76
5,2022,1,30,2,500,614.57,10000,73,9.73,2,2,5.58,491620.05
5,2022,1,30,2,500,619.22,10000,73,9.73,2,2,4.92,495340.73
5,2022,1,10,0,100,704.95,2000,82,6.19,0,0,5.08,352424.52
5,2022,1,10,0,100,761.2,2000,82,6.19,0,0,4.3,380541.27
5,2022,1,10,0,100,741.25,2000,82,6.19,0,0,5.15,370567.84
5,2022,1,20,1,300,746.3,6000,87,3.49,1,0,5.22,447726.72
5,2022,1,20,1,300,753.1,6000,87,3.49,1,0,4.7,451806.86
5,2022,1,30,2,500,601.67,10000,73,9.73,2,2,5.65,481301.76
5,2022,1,20,1,300,798.35,6000,87,3.49,1,0,3.95,478950.68
5,2022,1,10,0,100,789.1,2000,82,6.19,0,0,3.82,394487.26
5,2022,1,10,0,100,750.15,2000,82,6.19,0,0,4.7,375017.33
5,2022,1,30,2,500,597.97,10000,73,9.73,2,2,5.95,478341.7
5,2022,1,30,2,500,568.92,10000,73,9.73,2,2,5.78,455106.11
5,2022,1,20,1,300,740.3,6000,87,3.49,1,0,5.03,444128.27
5,2022,1,10,0,100,723.7,2000,82,6.19,0,0,4.6,361797.37
5,2022,1,20,1,300,731.9,6000,87,3.49,1,0,6.15,439086.91
5,2022,1,10,0,100,702.15,2000,82,6.19,0,0,5.12,351024.89
5,2022,1,10,0,100,696.7,2000,82,6.19,0,0,6.02,348298.69
5,2022,1,10,0,100,733.15,2000,82,6.19,0,0,3.65,366523.06
5,2022,1,10,0,100,770.15,2000,82,6.19,0,0,3.9,385015.66
5,2022,1,10,0,100,730.95,2000,82,6.19,0,0,5.58,365418.66
5,2022,1,10,0,100,735.3,2000,82,6.19,0,0,4.92,367594.47
5,2022,1,20,1,300,721.05,6000,87,3.49,1,0,5.08,432581.42
5,2022,1,10,0,100,761.6,2000,82,6.19,0,0,4.3,380741.23
5,2022,1,30,2,500,624.87,10000,73,9.73,2,2,5.15,499859.42
5,2022,1,10,0,100,730.2,2000,82,6.19,0,0,5.22,365044.67
5,2022,1,10,0,100,736.7,2000,82,6.19,0,0,4.7,368294.76
5,2022,1,10,0,100,718.45,2000,82,6.19,0,0,5.65,359170.74
5,2022,1,20,1,300,798.35,6000,87,3.49,1,0,3.95,478950.68
5,2022,1,30,2,500,672.72,10000,73,9.73,2,2,3.82,538135.0
5,2022,1,20,1,300,766.35,6000,87,3.49,1,0,4.7,459754.52
5,2022,1,10,0,100,714.35,2000,82,6.19,0,0,5.95,357120.75
5,2022,1,20,1,300,701.4,6000,87,3.49,1,0,5.78,420792.99
5,2022,1,20,1,300,740.3,6000,87,3.49,1,0,5.03,444128.27
5,2022,1,20,1,300,739.9,6000,87,3.49,1,0,4.6,443889.41
5,2022,1,10,0,100,715.8,2000,82,6.19,0,0,6.15,357845.0
5,2022,1,10,0,100,702.15,2000,82,6.19,0,0,5.12,351024.89
5,2022,1,20,1,300,712.9,6000,87,3.49,1,0,6.02,427690.48
5,2022,1,30,2,500,616.27,10000,73,9.73,2,2,3.65,492983.81
5,2022,1,20,1,300,786.35,6000,87,3.49,1,0,3.9,471753.02
5,2022,1,10,0,100,730.95,2000,82,6.19,0,0,5.58,365418.66
5,2022,1,30,2,500,619.32,10000,73,9.73,2,2,4.92,495420.72
5,2022,1,10,0,100,704.95,2000,82,6.19,0,0,5.08,352424.52
